Symbol,Sector,Current_Price,Accumulation_Score,Bullish_Probability,Volume_Accumulation,Consolidation_Periods,Technical_Signals,Breakout_Signals,Current_RSI,Price_vs_200MA,Volume_Ratio,Bullish_Engulfing,Bearish_Engulfing,Hammer_Pattern,Doji_Pattern,Data_Years
DCBBANK.NS,UNKNOWN,147.89999389648438,0.632,0.5,0.439,0,35,41,66.73,34.0,0.9,24,68,21,98,18.8
GLOBUSSPR.NS,UNKNOWN,1093.1500244140625,0.607,0.75,0.356,0,21,37,58.6,11.18,1.42,24,44,11,94,15.9
RAMCOCEM.NS,UNKNOWN,1177.199951171875,0.717,0.5,0.457,2,25,48,71.41,38.5,0.65,47,46,21,105,20.1
GAIL.NS,ENERGY,185.2899932861328,0.664,0.5,0.413,1,21,43,50.46,40.02,0.63,45,79,20,113,20.1
SUNPHARMA.NS,UNKNOWN,1703.4000244140625,0.786,0.5,0.419,4,15,77,49.72,38.36,0.71,54,78,17,146,20.1
M&MFIN.NS,UNKNOWN,255.30755615234375,0.608,0.5,0.359,0,27,41,46.82,6.98,0.57,46,72,20,125,19.4
IFBIND.NS,UNKNOWN,1497.5999755859375,0.618,0.5,0.395,0,28,60,52.27,25.9,0.32,38,59,13,125,20.1
TATACHEM.NS,CHEMICALS,938.4500122070312,0.836,0.25,0.452,5,32,50,55.12,-2.54,0.53,37,61,25,122,20.1
ADANIGREEN.NS,UNKNOWN,1050.0999755859375,0.623,0.25,0.409,0,11,35,51.31,-29.98,0.71,14,22,8,46,7.1
BSOFT.NS,UNKNOWN,428.25,0.632,0.25,0.441,0,35,74,46.83,-7.74,0.48,29,72,25,113,20.1
JBCHEPHARM.NS,UNKNOWN,1664.0999755859375,0.622,0.75,0.405,0,19,58,49.0,28.1,1.58,56,58,14,144,20.1
IRCON.NS,UNKNOWN,189.77999877929688,0.574,0.5,0.314,1,7,19,50.91,50.54,0.28,12,23,1,35,6.8
AXISBANK.NS,BANKING,1159.800048828125,0.79,0.5,0.433,4,25,59,51.62,20.98,0.65,49,68,25,119,20.1
ASTERDM.NS,UNKNOWN,594.3499755859375,0.631,0.5,0.436,0,12,13,63.01,83.6,0.46,16,28,10,53,7.4
CHENNPETRO.NS,UNKNOWN,747.25,0.62,0.5,0.401,0,56,43,60.23,60.73,0.45,35,68,19,115,20.1
JUBLFOOD.NS,UNKNOWN,688.2999877929688,0.636,0.5,0.452,0,14,51,52.83,19.37,0.34,39,54,8,100,15.5
INFIBEAM.NS,UNKNOWN,16.190000534057617,0.59,0.25,0.299,0,17,21,38.54,-23.75,0.67,23,29,6,52,9.3
EIDPARRY.NS,UNKNOWN,1151.0,0.634,0.25,0.446,0,27,39,72.83,87.73,0.69,41,73,14,135,20.1
JYOTHYLAB.NS,UNKNOWN,346.1499938964844,0.657,0.5,0.389,1,25,32,45.04,15.0,0.4,39,61,21,109,17.7
TORNTPOWER.NS,UNKNOWN,1385.800048828125,0.606,0.5,0.354,0,27,50,45.85,51.78,0.49,38,71,11,129,18.7
MANAPPURAM.NS,UNKNOWN,270.70001220703125,0.628,0.5,0.426,0,32,44,67.07,77.0,0.33,24,51,7,82,15.1
HDFCLIFE.NS,UNKNOWN,751.7999877929688,0.687,0.5,0.356,2,12,11,56.58,21.85,1.09,17,31,8,43,7.7
EQUITAS.NS,UNKNOWN,119.5999984741211,0.507,0.5,0.423,0,13,3,55.15,26.41,0.55,10,24,10,37,6.8
BAJAJFINSV.NS,UNKNOWN,2026.5,0.806,0.5,0.487,4,51,60,59.07,24.71,0.29,44,60,25,108,20.1
ABFRL.NS,UNKNOWN,75.72000122070312,0.605,0.5,0.35,0,25,22,20.25,-70.58,0.56,35,31,7,82,12.1
IGL.NS,UNKNOWN,219.05999755859375,0.62,0.5,0.399,0,24,59,56.4,4.6,0.42,44,75,13,124,20.1
LTTS.NS,TECH,4411.60009765625,0.663,0.5,0.41,1,10,30,46.73,0.66,1.08,22,28,8,43,8.9
IRCTC.NS,UNKNOWN,774.75,0.553,0.5,0.376,1,5,19,50.48,1.53,0.34,12,21,5,33,5.8
JKLAKSHMI.NS,UNKNOWN,1001.0,0.625,0.5,0.417,0,40,59,68.68,43.89,1.05,44,59,10,97,19.2
TATAMOTORS.NS,AUTO,681.7000122070312,0.664,0.5,0.415,1,45,60,45.45,7.67,0.43,37,60,35,115,20.1
OFSS.NS,ITSERVICES,8745.0,0.835,0.5,0.451,8,27,54,49.15,58.08,0.42,40,66,13,134,20.1
MARUTI.NS,AUTO,12476.0,0.816,0.5,0.387,7,21,65,53.74,25.42,0.47,47,67,28,86,20.1
HINDPETRO.NS,ENERGY,440.0,0.628,0.5,0.428,0,29,60,63.46,80.13,0.73,41,79,14,111,20.1
J&KBANK.NS,UNKNOWN,113.83000183105469,0.644,0.5,0.346,1,46,36,59.16,49.66,0.91,31,57,22,108,20.1
IRB.NS,REALTY,48.380001068115234,0.617,0.5,0.389,0,28,30,46.99,25.94,0.44,29,65,17,105,17.5
ATUL.NS,UNKNOWN,7278.0,0.78,0.25,0.401,4,23,65,56.85,-2.53,0.45,44,52,13,137,20.1
GUJGASLTD.NS,UNKNOWN,477.0,0.612,0.25,0.372,1,8,28,52.84,-6.03,0.33,21,36,6,80,9.9
GODREJPROP.NS,REALTY,2337.0,0.621,0.5,0.402,0,19,35,51.38,19.78,0.86,28,49,13,82,15.6
